"start_station","end_station","hour","x_hat"
"6",11,15,1
"6",12,13,1
"6",12,15,1
"6",12,17,1
"6",13,6,1
"6",13,7,1
"6",13,10,1
"6",13,16,1
"6",16,4,1
"6",16,7,1
"6",16,8,1
"6",16,15,1
"6",16,17,1
"6",17,6,1
"6",17,7,1
"6",17,9,1.5
"6",17,10,1
"6",17,11,1
"6",17,12,1
"6",17,17,1
"6",17,18,1
"6",18,11,1
"6",18,14,1
"6",18,15,1
"6",21,13,1
"6",21,14,1
"6",21,17,1
"6",22,0,1
"6",22,9,1
"6",22,10,1
"6",23,9,1
"6",23,17,1
"6",23,18,1
"6",23,19,1
"7",4,6,1
"7",4,8,1
"7",4,9,1
"7",4,12,1
"7",4,15,1
"7",4,16,1
"7",4,18,1
"7",5,6,1
"7",5,7,1
"7",5,11,1
"7",5,12,1
"7",5,13,1
"7",5,14,1
"7",5,16,1
"7",5,17,1
"7",5,21,1
"7",7,6,1
"7",7,8,1
"7",8,18,1
"7",10,0,1
"7",10,9,1
"7",10,15,1
"7",10,16,1
"7",10,17,2
"7",11,7,1
"7",11,12,1
"7",12,2,1
"7",12,7,1
"7",13,5,1
"7",16,5,1
"7",16,7,1
"7",16,11,1
"7",16,15,1
"7",16,16,1
"7",16,17,1
"7",16,19,1
"7",17,6,1
"7",17,9,1
"7",17,10,1
"7",17,14,2
"7",17,15,1.5
"7",17,18,1
"7",18,6,1
"7",18,9,1
"7",18,10,1
"7",18,14,1
"7",18,19,1
"7",21,7,1
"7",21,8,1
"7",21,9,1
"7",21,10,1
"7",21,13,1
"7",21,14,1
"7",21,15,1
"7",21,17,1
"7",22,6,1
"7",22,7,1
"7",22,8,1
"7",22,9,2
"7",22,10,2
"7",22,13,1
"7",22,15,1
"7",22,16,1
"7",22,17,1
"7",22,18,1
"7",22,20,1
"7",23,7,1
"7",23,8,1
"7",23,9,1
"7",23,16,1
"8",4,1,1
"8",4,6,1
"8",4,7,1
"8",4,9,1
"8",4,10,1
"8",4,11,1
"8",4,13,1
"8",4,16,1
"8",4,17,1
"8",4,19,1
"8",5,7,1
"8",5,9,1
"8",5,10,1
"8",5,11,1
"8",5,14,1
"8",5,15,1
"8",5,16,1
"8",5,17,1
"8",6,9,1
"8",7,9,1
"8",7,16,1
"8",8,16,1
"8",8,17,1
"8",9,8,1
"8",9,17,1
"8",10,10,1
"8",10,17,1
"8",11,13,1
"8",11,14,1
"8",12,14,1
"8",13,6,1
"8",13,8,1
"8",13,17,2
"8",16,5,1
"8",16,7,2
"8",16,8,1
"8",16,9,1
"8",16,11,1
"8",16,12,1
"8",16,14,1
"8",16,15,1
"8",17,8,1
"8",17,9,1
"8",17,11,1
"8",17,13,1
"8",17,15,1
"8",17,17,1
"8",18,5,1
"8",18,8,1
"8",18,10,1
"8",18,16,1
"8",18,17,1
"8",18,19,1
"8",21,8,1
"8",21,9,1
"8",21,12,1
"8",21,18,1
"8",21,19,1
"8",22,4,1
"8",22,6,2
"8",22,7,1
"8",22,8,1
"8",22,9,1
"8",22,11,1
"8",22,12,1
"8",22,13,1
"8",22,15,1
"8",22,16,1
"8",22,17,1
"8",23,8,1
"8",23,10,1
"8",23,12,1
"8",23,13,1
"8",23,14,1
"8",23,15,1
"8",23,16,1
"8",23,19,1
"9",4,5,1
"9",4,6,1
"9",4,8,1
"9",4,9,1
"9",4,11,1
"9",4,16,1
"9",4,17,1
"9",4,18,1
"9",5,9,1
"9",5,14,1
"9",5,15,1
"9",5,18,1
"9",6,18,1
"9",8,16,1
"9",9,7,1
"9",9,11,1
"9",10,8,1
"9",10,12,1
"9",10,16,1
"9",11,7,1
"9",11,8,1
"9",11,18,1
"9",12,6,1
"9",12,8,1
"9",12,13,1
"9",12,14,1
"9",12,16,2
"9",13,14,1
"9",16,5,1
"9",16,8,1
"9",16,12,1
"9",16,13,1
"9",16,14,1
"9",16,17,1
"9",16,18,1
"9",17,6,1
"9",17,7,1
"9",17,8,1
"9",17,11,1
"9",17,14,1
"9",17,16,1.5
"9",17,19,1
"9",18,6,1
"9",18,8,1
"9",18,10,1
"9",18,13,1
"9",18,14,1
"9",18,15,1
"9",18,16,1.5
"9",18,17,1
"9",21,7,1
"9",21,8,1
"9",21,13,1
"9",21,14,1
"9",21,15,1
"9",21,16,1
"9",21,18,1
"9",22,7,1
"9",22,8,1
"9",22,9,1
"9",22,10,1.5
"9",22,11,1
"9",22,12,1
"9",22,15,1
"9",22,16,1.25
"9",22,17,1
"9",22,20,1
"9",23,1,1
"9",23,12,1
"9",23,14,1
"9",23,16,1
"9",23,17,1
"9",24,9,1
